52, -1.39626, -0, -2.18166
52, -1.39626, -0, -2.18168
52, -1.39578, -6.5e-05, -2.18171
52, -1.39393, -0.000315, -2.18176
52, -1.39142, -0.000648, -2.1818
52, -1.38765, -0.00114, -2.18185
52, -1.38236, -0.001817, -2.18192
52, -1.37658, -0.002543, -2.18198
52, -1.36992, -0.003365, -2.18205
52, -1.36243, -0.004271, -2.18213
52, -1.35416, -0.005253, -2.18221
52, -1.34608, -0.006194, -2.18229
52, -1.33544, -0.007409, -2.18239
52, -1.32613, -0.00845, -2.18247
52, -1.31408, -0.009771, -2.18258
52, -1.30369, -0.010887, -2.18267
52, -1.29163, -0.012156, -2.18278
52, -1.28032, -0.013321, -2.18289
52, -1.26464, -0.0149, -2.18303
52, -1.25244, -0.0161, -2.18314
52, -1.23707, -0.017579, -2.18328
52, -1.22413, -0.018796, -2.1834
52, -1.20791, -0.020286, -2.18355
52, -1.19585, -0.02137, -2.18367
52, -1.17737, -0.022991, -2.18384
52, -1.16163, -0.024335, -2.184
52, -1.14562, -0.025669, -2.18415
52, -1.12936, -0.026992, -2.18432
52, -1.11285, -0.0283, -2.18448
52, -1.09781, -0.029464, -2.18464
52, -1.07921, -0.030866, -2.18483
52, -1.06383, -0.031996, -2.185
52, -1.04484, -0.033354, -2.1852
52, -1.02917, -0.034445, -2.18537
52, -1.01162, -0.035634, -2.18557
52, -0.993952, -0.0368, -2.18577
52, -0.976173, -0.03794, -2.18598
52, -0.976173, -0.03794, -2.18598
52, -0.940328, -0.040142, -2.1864
52, -0.920472, -0.041308, -2.18664
52, -0.90417, -0.042237, -2.18684
52, -0.88419, -0.043342, -2.1871
52, -0.865982, -0.044316, -2.18733
52, -0.847743, -0.045262, -2.18757
52, -0.847743, -0.045262, -2.18757
52, -0.82948, -0.046179, -2.18781
52, -0.789241, -0.048098, -2.18836
52, -0.772769, -0.048844, -2.18859
52, -0.772769, -0.048844, -2.18859
52, -0.752649, -0.049723, -2.18887
52, -0.727065, -0.050793, -2.18924
52, -0.701516, -0.05181, -2.18962
52, -0.685126, -0.052434, -2.18986
52, -0.665138, -0.053167, -2.19016
52, -0.648825, -0.053741, -2.19041
52, -0.628944, -0.054412, -2.19073
52, -0.610928, -0.054994, -2.19101
52, -0.596558, -0.05544, -2.19124
52, -0.575081, -0.056078, -2.19158
52, -0.557257, -0.05658, -2.19188
52, -0.539504, -0.057057, -2.19217
52, -0.521827, -0.057508, -2.19246
52, -0.504227, -0.057935, -2.19276
52, -0.486708, -0.058337, -2.19306
52, -0.469273, -0.058714, -2.19336
52, -0.451925, -0.059068, -2.19366
52, -0.434665, -0.059398, -2.19396
52, -0.419209, -0.059675, -2.19424
52, -0.400421, -0.059989, -2.19457
52, -0.385134, -0.060226, -2.19485
52, -0.368241, -0.060468, -2.19515
52, -0.368241, -0.060468, -2.19515
52, -0.33476, -0.060885, -2.19576
52, -0.316518, -0.061078, -2.1961
52, -0.301686, -0.061217, -2.19637
52, -0.283672, -0.061365, -2.1967
52, -0.267406, -0.061479, -2.19701
52, -0.251246, -0.061573, -2.19731
52, -0.235194, -0.061649, -2.19761
52, -0.220839, -0.061701, -2.19788
52, -0.204992, -0.061741, -2.19818
52, -0.187687, -0.061764, -2.1985
52, -0.173628, -0.061767, -2.19877
52, -0.156566, -0.061752, -2.19909
52, -0.142706, -0.061724, -2.19936
52, -0.125888, -0.061672, -2.19968
52, -0.112229, -0.061614, -2.19994
52, -0.097159, -0.061535, -2.20022
