32,0.286731, -4.90113e-12, 0.662709, 0, -0.785398, -0, -2.18166, -0, 1.39626, -0, 
32,0.286731, -4.90113e-12, 0.662709, 0, -0.785398, -0, -2.18166, -0, 1.39626, -0, 
32,0.28673, -4.90116e-12, 0.662705, 0, -0.785404, -0, -2.18168, -0, 1.39627, -0, 
32,0.286731, 9.70413e-06, 0.662681, 0, -0.785422, 1.6e-05, -2.18175, 2.4e-05, 1.3963, 1.6e-05, 
32,0.286738, 8.91529e-05, 0.662537, 5e-06, -0.785492, 0.000147, -2.18213, 0.000208, 1.39642, 0.000142, 
32,0.286738, 8.91529e-05, 0.662537, 5e-06, -0.785492, 0.000147, -2.18213, 0.000208, 1.39642, 0.000142, 
32,0.286744, 0.000153801, 0.662423, 1e-05, -0.785537, 0.000254, -2.18243, 0.000354, 1.39649, 0.000236, 
32,0.286751, 0.000232299, 0.662285, 1.7e-05, -0.785585, 0.000385, -2.18278, 0.000525, 1.39655, 0.000339, 
32,0.286758, 0.000324542, 0.662122, 2.8e-05, -0.785636, 0.000539, -2.18318, 0.000719, 1.3966, 0.00045, 
32,0.286767, 0.000428905, 0.661937, 4.2e-05, -0.785687, 0.000714, -2.18363, 0.000932, 1.39664, 0.000566, 
32,0.286786, 0.000670555, 0.661505, 8.3e-05, -0.785788, 0.00112, -2.18466, 0.001402, 1.39669, 0.000805, 
32,0.286798, 0.000805165, 0.661262, 0.00011, -0.785834, 0.001347, -2.18522, 0.001651, 1.39669, 0.000922, 
32,0.286798, 0.000805165, 0.661262, 0.00011, -0.785834, 0.001347, -2.18522, 0.001651, 1.39669, 0.000922, 
32,0.286812, 0.000947517, 0.661004, 0.000143, -0.785874, 0.001587, -2.18582, 0.001904, 1.39669, 0.001036, 
32,0.286828, 0.00109748, 0.660731, 0.000182, -0.785908, 0.00184, -2.18644, 0.00216, 1.39667, 0.001146, 
32,0.286865, 0.00141782, 0.660144, 0.000275, -0.785957, 0.002382, -2.18776, 0.002679, 1.39661, 0.001355, 
32,0.286865, 0.00141782, 0.660144, 0.000275, -0.785957, 0.002382, -2.18776, 0.002679, 1.39661, 0.001355, 
32,0.286912, 0.00176362, 0.659507, 0.000393, -0.785975, 0.002967, -2.18916, 0.003199, 1.39651, 0.001549, 
32,0.286912, 0.00176362, 0.659507, 0.000393, -0.785975, 0.002967, -2.18916, 0.003199, 1.39651, 0.001549, 
32,0.286967, 0.00213117, 0.658828, 0.000534, -0.78596, 0.003589, -2.19062, 0.003716, 1.39639, 0.001728, 
32,0.286999, 0.00232236, 0.658475, 0.000614, -0.78594, 0.003912, -2.19138, 0.003972, 1.39631, 0.001813, 
32,0.286999, 0.00232236, 0.658475, 0.000614, -0.78594, 0.003912, -2.19138, 0.003972, 1.39631, 0.001813, 
32,0.287069, 0.00271849, 0.657742, 0.000792, -0.785871, 0.004581, -2.19292, 0.004476, 1.39615, 0.001974, 
32,0.287108, 0.00292323, 0.657364, 0.000889, -0.785823, 0.004927, -2.19371, 0.004725, 1.39606, 0.00205, 
32,0.28715, 0.00313207, 0.656978, 0.000993, -0.785765, 0.005279, -2.1945, 0.004971, 1.39596, 0.002123, 
32,0.287193, 0.00334443, 0.656587, 0.001102, -0.785698, 0.005637, -2.1953, 0.005214, 1.39586, 0.002193, 
32,0.287239, 0.00356003, 0.656189, 0.001217, -0.785622, 0.006, -2.19611, 0.005453, 1.39575, 0.002261, 
32,0.287288, 0.00377997, 0.655784, 0.001338, -0.785536, 0.00637, -2.19693, 0.00569, 1.39564, 0.002327, 
32,0.287339, 0.00400254, 0.655375, 0.001464, -0.785442, 0.006744, -2.19775, 0.005924, 1.39553, 0.00239, 
32,0.287392, 0.00422861, 0.654959, 0.001595, -0.785338, 0.007124, -2.19858, 0.006155, 1.39541, 0.002451, 
32,0.287447, 0.0044576, 0.654539, 0.001732, -0.785225, 0.007508, -2.19941, 0.006383, 1.39529, 0.00251, 
32,0.287504, 0.00468965, 0.654114, 0.001874, -0.785103, 0.007897, -2.20024, 0.006608, 1.39516, 0.002566, 
32,0.287563, 0.00492475, 0.653685, 0.002021, -0.784972, 0.008291, -2.20108, 0.00683, 1.39504, 0.002621, 
32,0.287625, 0.00516205, 0.653251, 0.002173, -0.784832, 0.008688, -2.20193, 0.007049, 1.3949, 0.002674, 
32,0.287688, 0.00540196, 0.652813, 0.00233, -0.784684, 0.009089, -2.20277, 0.007265, 1.39477, 0.002725, 
32,0.287753, 0.0056445, 0.652372, 0.002492, -0.784528, 0.009494, -2.20362, 0.007478, 1.39463, 0.002774, 
32,0.28782, 0.00588894, 0.651927, 0.002658, -0.784363, 0.009902, -2.20447, 0.007688, 1.3945, 0.002821, 
32,0.28782, 0.00588894, 0.651927, 0.002658, -0.784363, 0.009902, -2.20447, 0.007688, 1.3945, 0.002821, 
32,0.287889, 0.0061361, 0.651479, 0.002829, -0.78419, 0.010314, -2.20532, 0.007896, 1.39435, 0.002866, 
32,0.288031, 0.0066363, 0.650572, 0.003184, -0.78382, 0.011147, -2.20702, 0.008302, 1.39407, 0.002953, 
32,0.288031, 0.0066363, 0.650572, 0.003184, -0.78382, 0.011147, -2.20702, 0.008302, 1.39407, 0.002953, 
32,0.28818, 0.00714446, 0.649655, 0.003557, -0.783419, 0.011991, -2.20873, 0.008698, 1.39377, 0.003033, 
32,0.28818, 0.00714446, 0.649655, 0.003557, -0.783419, 0.011991, -2.20873, 0.008698, 1.39377, 0.003033, 
32,0.288334, 0.0076597, 0.648727, 0.003945, -0.782988, 0.012846, -2.21044, 0.009084, 1.39346, 0.003107, 
32,0.288414, 0.00791991, 0.648259, 0.004145, -0.782762, 0.013277, -2.21129, 0.009274, 1.39331, 0.003142, 
32,0.288494, 0.00818104, 0.64779, 0.004349, -0.782529, 0.013709, -2.21215, 0.00946, 1.39315, 0.003175, 
32,0.288576, 0.00844401, 0.647319, 0.004556, -0.78229, 0.014144, -2.213, 0.009645, 1.393, 0.003208, 
32,0.288659, 0.00870844, 0.646846, 0.004767, -0.782043, 0.014581, -2.21386, 0.009827, 1.39284, 0.003239, 
32,0.288743, 0.00897414, 0.646371, 0.004982, -0.781791, 0.015019, -2.21471, 0.010008, 1.39268, 0.003269, 
32,0.288743, 0.00897414, 0.646371, 0.004982, -0.781791, 0.015019, -2.21471, 0.010008, 1.39268, 0.003269, 
32,0.288914, 0.00950836, 0.645416, 0.00542, -0.781267, 0.0159, -2.21641, 0.010361, 1.39236, 0.003325, 
32,0.289001, 0.00977741, 0.644938, 0.005644, -0.780997, 0.016343, -2.21726, 0.010535, 1.3922, 0.003351, 
32,0.289089, 0.0100473, 0.644457, 0.005871, -0.78072, 0.016787, -2.21811, 0.010707, 1.39203, 0.003377, 
32,0.289177, 0.0103181, 0.643975, 0.006101, -0.780438, 0.017232, -2.21896, 0.010877, 1.39187, 0.003401, 
32,0.289266, 0.0105902, 0.643493, 0.006334, -0.780151, 0.017679, -2.2198, 0.011045, 1.3917, 0.003424, 
32,0.289356, 0.0108627, 0.643009, 0.00657, -0.779858, 0.018126, -2.22065, 0.011211, 1.39154, 0.003447, 
32,0.289356, 0.0108627, 0.643009, 0.00657, -0.779858, 0.018126, -2.22065, 0.011211, 1.39154, 0.003447, 
32,0.289539, 0.0114103, 0.642039, 0.007049, -0.779257, 0.019024, -2.22233, 0.011538, 1.39121, 0.003489, 
32,0.28963, 0.0116847, 0.641553, 0.007293, -0.77895, 0.019473, -2.22317, 0.011698, 1.39104, 0.003508, 
32,0.289723, 0.0119603, 0.641066, 0.007539, -0.778637, 0.019924, -2.22401, 0.011857, 1.39087, 0.003527, 
32,0.289816, 0.0122361, 0.640579, 0.007787, -0.77832, 0.020375, -2.22484, 0.012015, 1.3907, 0.003544, 
32,0.289909, 0.0125127, 0.640091, 0.008038, -0.777999, 0.020827, -2.22568, 0.01217, 1.39054, 0.003561, 
32,0.290003, 0.0127896, 0.639603, 0.008291, -0.777673, 0.021279, -2.22651, 0.012324, 1.39037, 0.003577, 
32,0.290097, 0.0130671, 0.639114, 0.008546, -0.777343, 0.021732, -2.22734, 0.012477, 1.3902, 0.003592, 
32,0.290191, 0.0133449, 0.638625, 0.008803, -0.77701, 0.022185, -2.22817, 0.012628, 1.39003, 0.003607, 
32,0.290191, 0.0133449, 0.638625, 0.008803, -0.77701, 0.022185, -2.22817, 0.012628, 1.39003, 0.003607, 
32,0.29038, 0.0139014, 0.637647, 0.009324, -0.776331, 0.023091, -2.22981, 0.012926, 1.38969, 0.003633, 
32,0.290476, 0.0141803, 0.637157, 0.009587, -0.775985, 0.023545, -2.23063, 0.013073, 1.38952, 0.003646, 
32,0.290571, 0.0144589, 0.636667, 0.009852, -0.775637, 0.023998, -2.23145, 0.013218, 1.38935, 0.003657, 
32,0.290666, 0.014738, 0.636177, 0.010118, -0.775285, 0.024452, -2.23227, 0.013362, 1.38918, 0.003668, 
32,0.290762, 0.0150177, 0.635687, 0.010387, -0.774929, 0.024906, -2.23308, 0.013505, 1.38901, 0.003678, 
32,0.290857, 0.0152966, 0.635198, 0.010656, -0.774571, 0.025359, -2.23389, 0.013647, 1.38884, 0.003688, 
32,0.290953, 0.0155764, 0.634708, 0.010928, -0.774209, 0.025813, -2.2347, 0.013787, 1.38868, 0.003697, 
32,0.291049, 0.0158559, 0.634219, 0.011201, -0.773845, 0.026266, -2.23551, 0.013926, 1.38851, 0.003705, 
32,0.291144, 0.0161353, 0.633729, 0.011475, -0.773478, 0.026719, -2.23632, 0.014064, 1.38834, 0.003713, 
32,0.291239, 0.016415, 0.633241, 0.011751, -0.773108, 0.027172, -2.23712, 0.014201, 1.38817, 0.003721, 
