0.000945987, 0.286731, -4.90113e-12, 0.662709, -0
0.00161527, 0.286731, -4.90113e-12, 0.662709, -0
0.00248954, 0.28673, -4.90116e-12, 0.662705, -0
0.00333429, 0.286729, 2.46735e-06, 0.662697, 0.000148
0.00514814, 0.286728, 9.98545e-06, 0.662689, 0.000591
0.00678095, 0.286726, 2.68005e-05, 0.662682, 0.001328
0.00842071, 0.286726, 2.68005e-05, 0.662682, 0.001328
0.0104848, 0.286724, 6.1928e-05, 0.662676, 0.002353
0.0113027, 0.286723, 0.000125323, 0.66267, 0.003661
0.0117938, 0.286723, 0.000125323, 0.66267, 0.003661
0.0127708, 0.286722, 0.00022353, 0.662663, 0.005245
0.0135463, 0.286722, 0.000359513, 0.662658, 0.007101
0.0139683, 0.286722, 0.000359513, 0.662658, 0.007101
0.0144333, 0.286723, 0.000536031, 0.662652, 0.009224
0.0149345, 0.286725, 0.000757038, 0.662646, 0.011607
0.0153352, 0.286725, 0.000757038, 0.662646, 0.011607
0.0164017, 0.286732, 0.00134256, 0.662634, 0.017122
0.0173716, 0.286743, 0.00212897, 0.662621, 0.023599
0.018242, 0.286749, 0.00260083, 0.662614, 0.027182
0.0194469, 0.286762, 0.00370495, 0.662599, 0.034993
0.0202901, 0.286769, 0.00433837, 0.662591, 0.039207
0.0212989, 0.286775, 0.0050257, 0.662582, 0.043618
0.0222965, 0.286784, 0.00656112, 0.662564, 0.052988
0.0233063, 0.286786, 0.00740841, 0.662553, 0.057937
0.024266, 0.286785, 0.00830776, 0.662543, 0.063054
0.0252552, 0.286781, 0.00925882, 0.662532, 0.068328
0.0262695, 0.286774, 0.0102601, 0.66252, 0.073753
0.0273106, 0.286762, 0.0113112, 0.662509, 0.079321
0.0283513, 0.286746, 0.0124108, 0.662496, 0.085026
0.02932, 0.286724, 0.0135579, 0.662484, 0.090862
0.0303252, 0.286696, 0.0147521, 0.662471, 0.096823
0.0313458, 0.286661, 0.0159921, 0.662458, 0.102901
0.0323299, 0.286619, 0.0172766, 0.662445, 0.109092
0.03331, 0.286568, 0.0186056, 0.662431, 0.115389
0.0345215, 0.286509, 0.0199771, 0.662418, 0.121787
0.0355898, 0.286441, 0.02139, 0.662404, 0.128279
0.0364911, 0.286362, 0.0228439, 0.662391, 0.13486
0.0372951, 0.286273, 0.0243373, 0.662377, 0.141524
0.0382859, 0.286172, 0.0258695, 0.662363, 0.148266
0.0392707, 0.28606, 0.0274387, 0.66235, 0.15508
0.0402687, 0.285934, 0.0290445, 0.662336, 0.161962
0.0412608, 0.285796, 0.0306859, 0.662323, 0.168906
0.0423591, 0.285644, 0.0323609, 0.66231, 0.175906
0.0433774, 0.285477, 0.0340695, 0.662298, 0.182958
0.0443002, 0.285296, 0.0358101, 0.662286, 0.190058
0.0453481, 0.285098, 0.0375816, 0.662273, 0.197199
0.0464483, 0.284885, 0.0393825, 0.662262, 0.204377
0.0472922, 0.284656, 0.0412126, 0.662251, 0.211588
0.0482609, 0.284409, 0.0430703, 0.662239, 0.218827
0.0493028, 0.284145, 0.0449546, 0.662229, 0.226089
0.0504107, 0.283863, 0.0468642, 0.662219, 0.23337
0.051227, 0.283562, 0.0487981, 0.662209, 0.240666
0.0522451, 0.283243, 0.050756, 0.6622, 0.247971
0.0533366, 0.282904, 0.0527353, 0.662191, 0.255282
0.0542695, 0.282546, 0.0547364, 0.662183, 0.262595
0.0552965, 0.282168, 0.0567573, 0.662176, 0.269905
0.0562955, 0.281771, 0.0587974, 0.662168, 0.277208
0.0573386, 0.281352, 0.0608555, 0.662162, 0.284501
0.0583816, 0.280913, 0.0629302, 0.662156, 0.291779
0.0593314, 0.280452, 0.0650214, 0.66215, 0.299038
